"cell_type","experiment","fname","url"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K4me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me3.LH6.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K4me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me3.LH6.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K9ac","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9ac.SK495.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K9ac/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9ac.SK495.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K9ac","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9ac.SK496.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K9ac/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9ac.SK496.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K9me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9me3.LH4.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K9me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9me3.LH4.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","Histone H3K9me3","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9me3.LH8.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/Histone_H3K9me3/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K9me3.LH8.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","mRNA-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.mRNA-Seq.mRNA-Seq_h1+bmp4_r1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/mRNA-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.mRNA-Seq.mRNA-Seq_h1+bmp4_r1.wig.gz"
"H1 BMP4 Derived Trophoblast Cultured Cells","mRNA-Seq","UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.mRNA-Seq.mRNA-Seq_h1+bmp4_r2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_BMP4_Derived_Trophoblast_Cultured_Cells/mRNA-Seq/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.mRNA-Seq.mRNA-Seq_h1+bmp4_r2.wig.gz"
"H1 Cell Line","Bisulfite-Seq","UCSD.H1.Bisulfite-Seq.combined.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Bisulfite-Seq/UCSD.H1.Bisulfite-Seq.combined.wig.gz"
"H1 Cell Line","Bisulfite-Seq","UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r1a.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Bisulfite-Seq/UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r1a.wig.gz"
"H1 Cell Line","Bisulfite-Seq","UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r1b.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Bisulfite-Seq/UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r1b.wig.gz"
"H1 Cell Line","Bisulfite-Seq","UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r2a.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Bisulfite-Seq/UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r2a.wig.gz"
"H1 Cell Line","Bisulfite-Seq","UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r2b.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Bisulfite-Seq/UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r2b.wig.gz"
"H1 Cell Line","Bisulfite-Seq","UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r2c.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Bisulfite-Seq/UCSD.H1.Bisulfite-Seq.methylC-seq_h1_r2c.wig.gz"
"H1 Cell Line","ChIP-Seq Input","BI.H1.Input.Solexa-10531.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/BI.H1.Input.Solexa-10531.wig.gz"
"H1 Cell Line","ChIP-Seq Input","BI.H1.Input.Solexa-12532.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/BI.H1.Input.Solexa-12532.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.AK57.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.AK57.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.DM219.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.DM219.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.LL-H1-I1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.LL-H1-I1.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.LL-H1-I2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.LL-H1-I2.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.LLH1U.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.LLH1U.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.YL154.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.YL154.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.YL208.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.YL208.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.YL262.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.YL262.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSD.H1.Input.YL328.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSD.H1.Input.YL328.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSF-UBC.H1.Input.TOTAL-H1EScd1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSF-UBC.H1.Input.TOTAL-H1EScd1.wig.gz"
"H1 Cell Line","ChIP-Seq Input","UCSF-UBC.H1.Input.TOTAL-hEScd2-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/ChIP-Seq_Input/UCSF-UBC.H1.Input.TOTAL-hEScd2-2.wig.gz"
"H1 Cell Line","Histone H2AK5ac","UCSD.H1.H2AK5ac.SAK201.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2AK5ac/UCSD.H1.H2AK5ac.SAK201.wig.gz"
"H1 Cell Line","Histone H2AK5ac","UCSD.H1.H2AK5ac.YL97.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2AK5ac/UCSD.H1.H2AK5ac.YL97.wig.gz"
"H1 Cell Line","Histone H2BK120ac","UCSD.H1.H2BK120ac.AK146.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK120ac/UCSD.H1.H2BK120ac.AK146.wig.gz"
"H1 Cell Line","Histone H2BK120ac","UCSD.H1.H2BK120ac.SAK206.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK120ac/UCSD.H1.H2BK120ac.SAK206.wig.gz"
"H1 Cell Line","Histone H2BK120ac","UCSD.H1.H2BK120ac.SK530.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK120ac/UCSD.H1.H2BK120ac.SK530.wig.gz"
"H1 Cell Line","Histone H2BK12ac","UCSD.H1.H2BK12ac.SAK203.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK12ac/UCSD.H1.H2BK12ac.SAK203.wig.gz"
"H1 Cell Line","Histone H2BK12ac","UCSD.H1.H2BK12ac.YL93.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK12ac/UCSD.H1.H2BK12ac.YL93.wig.gz"
"H1 Cell Line","Histone H2BK15ac","UCSD.H1.H2BK15ac.SAK204.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK15ac/UCSD.H1.H2BK15ac.SAK204.wig.gz"
"H1 Cell Line","Histone H2BK15ac","UCSD.H1.H2BK15ac.YL206.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK15ac/UCSD.H1.H2BK15ac.YL206.wig.gz"
"H1 Cell Line","Histone H2BK20ac","UCSD.H1.H2BK20ac.SAK205.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK20ac/UCSD.H1.H2BK20ac.SAK205.wig.gz"
"H1 Cell Line","Histone H2BK20ac","UCSD.H1.H2BK20ac.YL207.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK20ac/UCSD.H1.H2BK20ac.YL207.wig.gz"
"H1 Cell Line","Histone H2BK5ac","UCSD.H1.H2BK5ac.SAK202.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK5ac/UCSD.H1.H2BK5ac.SAK202.wig.gz"
"H1 Cell Line","Histone H2BK5ac","UCSD.H1.H2BK5ac.YL98.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H2BK5ac/UCSD.H1.H2BK5ac.YL98.wig.gz"
"H1 Cell Line","Histone H3K18ac","UCSD.H1.H3K18ac.LL321.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K18ac/UCSD.H1.H3K18ac.LL321.wig.gz"
"H1 Cell Line","Histone H3K18ac","UCSD.H1.H3K18ac.SAK208.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K18ac/UCSD.H1.H3K18ac.SAK208.wig.gz"
"H1 Cell Line","Histone H3K23ac","UCSD.H1.H3K23ac.AK53.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K23ac/UCSD.H1.H3K23ac.AK53.wig.gz"
"H1 Cell Line","Histone H3K23ac","UCSD.H1.H3K23ac.AK59.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K23ac/UCSD.H1.H3K23ac.AK59.wig.gz"
"H1 Cell Line","Histone H3K23me2","UCSD.H1.H3K23me2.SAK210.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K23me2/UCSD.H1.H3K23me2.SAK210.wig.gz"
"H1 Cell Line","Histone H3K23me2","UCSD.H1.H3K23me2.YL198.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K23me2/UCSD.H1.H3K23me2.YL198.wig.gz"
"H1 Cell Line","Histone H3K27ac","UCSD.H1.H3K27ac.LL313.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27ac/UCSD.H1.H3K27ac.LL313.wig.gz"
"H1 Cell Line","Histone H3K27ac","UCSD.H1.H3K27ac.SAK270.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27ac/UCSD.H1.H3K27ac.SAK270.wig.gz"
"H1 Cell Line","Histone H3K27me3","BI.H1.H3K27me3.Solexa-12523.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27me3/BI.H1.H3K27me3.Solexa-12523.wig.gz"
"H1 Cell Line","Histone H3K27me3","BI.H1.H3K27me3.Solexa-8039.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27me3/BI.H1.H3K27me3.Solexa-8039.wig.gz"
"H1 Cell Line","Histone H3K27me3","UCSD.H1.H3K27me3.LL241.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27me3/UCSD.H1.H3K27me3.LL241.wig.gz"
"H1 Cell Line","Histone H3K27me3","UCSD.H1.H3K27me3.LL314.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27me3/UCSD.H1.H3K27me3.LL314.wig.gz"
"H1 Cell Line","Histone H3K27me3","UCSD.H1.H3K27me3.YL95.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27me3/UCSD.H1.H3K27me3.YL95.wig.gz"
"H1 Cell Line","Histone H3K27me3","UCSF-UBC.H1.H3K27me3.H1EScd1-me3K27-A.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K27me3/UCSF-UBC.H1.H3K27me3.H1EScd1-me3K27-A.wig.gz"
"H1 Cell Line","Histone H3K36me3","BI.H1.H3K36me3.Solexa-12524.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K36me3/BI.H1.H3K36me3.Solexa-12524.wig.gz"
"H1 Cell Line","Histone H3K36me3","BI.H1.H3K36me3.Solexa-14961.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K36me3/BI.H1.H3K36me3.Solexa-14961.wig.gz"
"H1 Cell Line","Histone H3K36me3","UCSD.H1.H3K36me3.LL160.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K36me3/UCSD.H1.H3K36me3.LL160.wig.gz"
"H1 Cell Line","Histone H3K36me3","UCSD.H1.H3K36me3.LL220.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K36me3/UCSD.H1.H3K36me3.LL220.wig.gz"
"H1 Cell Line","Histone H3K36me3","UCSD.H1.H3K36me3.SAK70.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K36me3/UCSD.H1.H3K36me3.SAK70.wig.gz"
"H1 Cell Line","Histone H3K36me3","UCSF-UBC.H1.H3K36me3.H1EScd1-me3K36-A.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K36me3/UCSF-UBC.H1.H3K36me3.H1EScd1-me3K36-A.wig.gz"
"H1 Cell Line","Histone H3K36me3","UCSF-UBC.H1.H3K36me3.H1EScd2-me3K36-B.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K36me3/UCSF-UBC.H1.H3K36me3.H1EScd2-me3K36-B.wig.gz"
"H1 Cell Line","Histone H3K4ac","UCSD.H1.H3K4ac.AK51.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4ac/UCSD.H1.H3K4ac.AK51.wig.gz"
"H1 Cell Line","Histone H3K4ac","UCSD.H1.H3K4ac.SAK207.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4ac/UCSD.H1.H3K4ac.SAK207.wig.gz"
"H1 Cell Line","Histone H3K4me1","BI.H1.H3K4me1.Solexa-10529.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me1/BI.H1.H3K4me1.Solexa-10529.wig.gz"
"H1 Cell Line","Histone H3K4me1","BI.H1.H3K4me1.Solexa-13061.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me1/BI.H1.H3K4me1.Solexa-13061.wig.gz"
"H1 Cell Line","Histone H3K4me1","UCSD.H1.H3K4me1.LL228.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me1/UCSD.H1.H3K4me1.LL228.wig.gz"
"H1 Cell Line","Histone H3K4me1","UCSD.H1.H3K4me1.LL311.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me1/UCSD.H1.H3K4me1.LL311.wig.gz"
"H1 Cell Line","Histone H3K4me1","UCSD.H1.H3K4me1.YL131.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me1/UCSD.H1.H3K4me1.YL131.wig.gz"
"H1 Cell Line","Histone H3K4me1","UCSF-UBC.H1.H3K4me1.H1EScd1-me1K4-D.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me1/UCSF-UBC.H1.H3K4me1.H1EScd1-me1K4-D.wig.gz"
"H1 Cell Line","Histone H3K4me2","UCSD.H1.H3K4me2.LL322.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me2/UCSD.H1.H3K4me2.LL322.wig.gz"
"H1 Cell Line","Histone H3K4me2","UCSD.H1.H3K4me2.YL96.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me2/UCSD.H1.H3K4me2.YL96.wig.gz"
"H1 Cell Line","Histone H3K4me3","BI.H1.H3K4me3.Solexa-10398.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/BI.H1.H3K4me3.Solexa-10398.wig.gz"
"H1 Cell Line","Histone H3K4me3","BI.H1.H3K4me3.Solexa-12522.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/BI.H1.H3K4me3.Solexa-12522.wig.gz"
"H1 Cell Line","Histone H3K4me3","BI.H1.H3K4me3.Solexa-8038.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/BI.H1.H3K4me3.Solexa-8038.wig.gz"
"H1 Cell Line","Histone H3K4me3","UCSD.H1.H3K4me3.LL227.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/UCSD.H1.H3K4me3.LL227.wig.gz"
"H1 Cell Line","Histone H3K4me3","UCSD.H1.H3K4me3.LL312.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/UCSD.H1.H3K4me3.LL312.wig.gz"
"H1 Cell Line","Histone H3K4me3","UCSD.H1.H3K4me3.SAK67.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/UCSD.H1.H3K4me3.SAK67.wig.gz"
"H1 Cell Line","Histone H3K4me3","UCSF-UBC.H1.H3K4me3.H1EScd1-me3K4-A.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/UCSF-UBC.H1.H3K4me3.H1EScd1-me3K4-A.wig.gz"
"H1 Cell Line","Histone H3K4me3","UCSF-UBC.H1.H3K4me3.H1EScd2-me3K4-C.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K4me3/UCSF-UBC.H1.H3K4me3.H1EScd2-me3K4-C.wig.gz"
"H1 Cell Line","Histone H3K56ac","UCSD.H1.H3K56ac.SAK211.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K56ac/UCSD.H1.H3K56ac.SAK211.wig.gz"
"H1 Cell Line","Histone H3K56ac","UCSD.H1.H3K56ac.SK300.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K56ac/UCSD.H1.H3K56ac.SK300.wig.gz"
"H1 Cell Line","Histone H3K79me1","UCSD.H1.H3K79me1.SAK73.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K79me1/UCSD.H1.H3K79me1.SAK73.wig.gz"
"H1 Cell Line","Histone H3K79me1","UCSD.H1.H3K79me1.YL192.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K79me1/UCSD.H1.H3K79me1.YL192.wig.gz"
"H1 Cell Line","Histone H3K79me1","UCSD.H1.H3K79me1.YL82.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K79me1/UCSD.H1.H3K79me1.YL82.wig.gz"
"H1 Cell Line","Histone H3K79me2","UCSD.H1.H3K79me2.SAK80.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K79me2/UCSD.H1.H3K79me2.SAK80.wig.gz"
"H1 Cell Line","Histone H3K79me2","UCSD.H1.H3K79me2.YL204.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K79me2/UCSD.H1.H3K79me2.YL204.wig.gz"
"H1 Cell Line","Histone H3K9ac","BI.H1.H3K9ac.Solexa-12526.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9ac/BI.H1.H3K9ac.Solexa-12526.wig.gz"
"H1 Cell Line","Histone H3K9ac","BI.H1.H3K9ac.Solexa-14962.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9ac/BI.H1.H3K9ac.Solexa-14962.wig.gz"
"H1 Cell Line","Histone H3K9ac","UCSD.H1.H3K9ac.LL240.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9ac/UCSD.H1.H3K9ac.LL240.wig.gz"
"H1 Cell Line","Histone H3K9ac","UCSD.H1.H3K9ac.SAK68.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9ac/UCSD.H1.H3K9ac.SAK68.wig.gz"
"H1 Cell Line","Histone H3K9ac","UCSF-UBC.H1.H3K9ac.H1EScd1-acK9-A.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9ac/UCSF-UBC.H1.H3K9ac.H1EScd1-acK9-A.wig.gz"
"H1 Cell Line","Histone H3K9me3","BI.H1.H3K9me3.Solexa-12525.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9me3/BI.H1.H3K9me3.Solexa-12525.wig.gz"
"H1 Cell Line","Histone H3K9me3","UCSD.H1.H3K9me3.AK54.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9me3/UCSD.H1.H3K9me3.AK54.wig.gz"
"H1 Cell Line","Histone H3K9me3","UCSD.H1.H3K9me3.LL218.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9me3/UCSD.H1.H3K9me3.LL218.wig.gz"
"H1 Cell Line","Histone H3K9me3","UCSD.H1.H3K9me3.YL75.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9me3/UCSD.H1.H3K9me3.YL75.wig.gz"
"H1 Cell Line","Histone H3K9me3","UCSD.H1.H3K9me3.YL77.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9me3/UCSD.H1.H3K9me3.YL77.wig.gz"
"H1 Cell Line","Histone H3K9me3","UCSF-UBC.H1.H3K9me3.H1EScd1-me3K9-A.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9me3/UCSF-UBC.H1.H3K9me3.H1EScd1-me3K9-A.wig.gz"
"H1 Cell Line","Histone H3K9me3","UCSF-UBC.H1.H3K9me3.H1EScd2-me3K9-B.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H3K9me3/UCSF-UBC.H1.H3K9me3.H1EScd2-me3K9-B.wig.gz"
"H1 Cell Line","Histone H4K20me1","UCSD.H1.H4K20me1.SK529.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H4K20me1/UCSD.H1.H4K20me1.SK529.wig.gz"
"H1 Cell Line","Histone H4K20me1","UCSD.H1.H4K20me1.YL253.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H4K20me1/UCSD.H1.H4K20me1.YL253.wig.gz"
"H1 Cell Line","Histone H4K5ac","UCSD.H1.H4K5ac.LL323.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H4K5ac/UCSD.H1.H4K5ac.LL323.wig.gz"
"H1 Cell Line","Histone H4K5ac","UCSD.H1.H4K5ac.SK302.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H4K5ac/UCSD.H1.H4K5ac.SK302.wig.gz"
"H1 Cell Line","Histone H4K91ac","UCSD.H1.H4K91ac.SK303.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H4K91ac/UCSD.H1.H4K91ac.SK303.wig.gz"
"H1 Cell Line","Histone H4K91ac","UCSD.H1.H4K91ac.YL254.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/Histone_H4K91ac/UCSD.H1.H4K91ac.YL254.wig.gz"
"H1 Cell Line","MeDIP-Seq","UCSF-UBC.H1.MeDIP-Seq.HS1303.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/MeDIP-Seq/UCSF-UBC.H1.MeDIP-Seq.HS1303.wig.gz"
"H1 Cell Line","MeDIP-Seq","UCSF-UBC.H1.MeDIP-Seq.HS1376.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/MeDIP-Seq/UCSF-UBC.H1.MeDIP-Seq.HS1376.wig.gz"
"H1 Cell Line","MRE-Seq","UCSF-UBC.H1.MRE-Seq.HS1052.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/MRE-Seq/UCSF-UBC.H1.MRE-Seq.HS1052.wig.gz"
"H1 Cell Line","MRE-Seq","UCSF-UBC.H1.MRE-Seq.HS1153.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/H1_Cell_Line/MRE-Seq/UCSF-UBC.H1.MRE-Seq.HS1153.wig.gz"
