"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","set_type","sex","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"SIRT6","H1-hESC","wgEncodeBroadHistone","std","wgEncodeEH000088","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003128","GSM1003451","Bernstein","Broad",,"2060524c6b069e55cf99d335e17dd4d5",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"439M",,7634,,"wgEncodeBroadHistoneH1hescSirt6Sig","None","bigWig","Signal","wgEncodeBroadHistoneH1hescSirt6Sig.bigWig","wgEncodeBroadHistoneH1hescSirt6Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneH1hescSirt6Sig.bigWig"
"SUZ12_(05-1317)","H1-hESC","wgEncodeBroadHistone","std","wgEncodeEH000088","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003102","GSM1003573","Bernstein","Broad",,"92b3de0c4fc9fcd7a18a267353cda5b7",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"448K","ScriptureVPaperR3",7600,,"wgEncodeBroadHistoneH1hescSuz12051317Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneH1hescSuz12051317Pk.broadPeak.gz","wgEncodeBroadHistoneH1hescSuz12051317Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneH1hescSuz12051317Pk.broadPeak.gz"
"SUZ12_(05-1317)","H1-hESC","wgEncodeBroadHistone","std","wgEncodeEH000088","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003102","GSM1003573","Bernstein","Broad",,"7c9cbabf47b0cdd06e297ef936d54273",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"469M",,7600,,"wgEncodeBroadHistoneH1hescSuz12051317Sig","None","bigWig","Signal","wgEncodeBroadHistoneH1hescSuz12051317Sig.bigWig","wgEncodeBroadHistoneH1hescSuz12051317Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneH1hescSuz12051317Sig.bigWig"
"Input","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001013","GSM733659","Bernstein","Broad",,"7a4f00d19dd10fde613aed64eac7071e",,"hg19","wgEncode",,,"exp",,"834M",,2861,,"wgEncodeBroadHistoneHelas3ControlStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3ControlStdSig.bigWig","wgEncodeBroadHistoneHelas3ControlStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3ControlStdSig.bigWig"
"CTCF","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001012","GSM733785","Bernstein","Broad",,"207c37c4201187417631f769dcfc743d",,"hg19","wgEncode",,,"exp",,"1.5M","ScriptureVPaperR3",2852,,"wgEncodeBroadHistoneHelas3CtcfStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3CtcfStdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3CtcfStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3CtcfStdPk.broadPeak.gz"
"CTCF","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001012","GSM733785","Bernstein","Broad",,"b6242e87e9e5922929480cb51a9f3e2d",,"hg19","wgEncode",,,"exp",,"655M",,2852,,"wgEncodeBroadHistoneHelas3CtcfStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3CtcfStdSig.bigWig","wgEncodeBroadHistoneHelas3CtcfStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3CtcfStdSig.bigWig"
"EZH2_(39875)","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003086","GSM1003520","Bernstein","Broad",,"3b4905db76601f5be1f893a12b9c4590",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"923K","ScriptureVPaperR3",6006,,"wgEncodeBroadHistoneHelas3Ezh239875Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3Ezh239875Pk.broadPeak.gz","wgEncodeBroadHistoneHelas3Ezh239875Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3Ezh239875Pk.broadPeak.gz"
"EZH2_(39875)","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003086","GSM1003520","Bernstein","Broad",,"757141c22c308f1b70fc9287d5db4f4b",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"511M",,6006,,"wgEncodeBroadHistoneHelas3Ezh239875Sig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3Ezh239875Sig.bigWig","wgEncodeBroadHistoneHelas3Ezh239875Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3Ezh239875Sig.bigWig"
"H2A.Z","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002395","GSM1003483","Bernstein","Broad",,"55e54112f11713fb620fbaf5f2be5f54",,"hg19","wgEncode",,,"exp",,"1.5M","ScriptureVPaperR3",4952,,"wgEncodeBroadHistoneHelas3H2azPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H2azPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H2azPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H2azPk.broadPeak.gz"
"H2A.Z","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002395","GSM1003483","Bernstein","Broad",,"42db9cde2e7ff9440bef36e665247019",,"hg19","wgEncode",,,"exp",,"533M",,4952,,"wgEncodeBroadHistoneHelas3H2azSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H2azSig.bigWig","wgEncodeBroadHistoneHelas3H2azSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H2azSig.bigWig"
"H3K4me1","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-14#,#2012-03-14#,"wgEncodeEH001750","GSM798322","Bernstein","Broad",,"147b58954e878a2350250c8bfb53eb93",,"hg19","wgEncode",,,"exp",,"1.7M","ScriptureVPaperR3",4311,,"wgEncodeBroadHistoneHelas3H3k04me1StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k04me1StdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k04me1StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k04me1StdPk.broadPeak.gz"
"H3K4me1","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-14#,#2012-03-14#,"wgEncodeEH001750","GSM798322","Bernstein","Broad",,"d33b338452d6d17526977a60de9b040f",,"hg19","wgEncode",,,"exp",,"420M",,4311,,"wgEncodeBroadHistoneHelas3H3k04me1StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k04me1StdSig.bigWig","wgEncodeBroadHistoneHelas3H3k04me1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k04me1StdSig.bigWig"
"H3K9me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002396","GSM1003480","Bernstein","Broad",,"dc2f363fddcf185815ffb24ca8c638ae",,"hg19","wgEncode",,,"exp",,"1.2M","ScriptureVPaperR3",4953,,"wgEncodeBroadHistoneHelas3H3k09me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k09me3Pk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k09me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k09me3Pk.broadPeak.gz"
"H3K9me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002396","GSM1003480","Bernstein","Broad",,"b85d7c61e426149a5fd7fa3820f78ce8",,"hg19","wgEncode",,,"exp",,"488M",,4953,,"wgEncodeBroadHistoneHelas3H3k09me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k09me3Sig.bigWig","wgEncodeBroadHistoneHelas3H3k09me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k09me3Sig.bigWig"
"H3K27ac","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001014","GSM733684","Bernstein","Broad",,"39af531d217f1a5984e13d6a4065ac06",,"hg19","wgEncode",,,"exp",,"757K","ScriptureVPaperR3",2853,,"wgEncodeBroadHistoneHelas3H3k27acStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k27acStdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k27acStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k27acStdPk.broadPeak.gz"
"H3K27ac","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001014","GSM733684","Bernstein","Broad",,"46abca154a488e96948a271d0d50b653",,"hg19","wgEncode",,,"exp",,"393M",,2853,,"wgEncodeBroadHistoneHelas3H3k27acStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k27acStdSig.bigWig","wgEncodeBroadHistoneHelas3H3k27acStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k27acStdSig.bigWig"
"H3K27me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-16#,#2011-08-15#,"wgEncodeEH001037","GSM733696","Bernstein","Broad",,"5257b5f85cdf076ed1e45ceb689aa8eb",,"hg19","wgEncode",,,"exp",,"510K","ScriptureVPaperR3",2982,,"wgEncodeBroadHistoneHelas3H3k27me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k27me3StdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k27me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k27me3StdPk.broadPeak.gz"
"H3K27me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-11-16#,#2011-08-15#,"wgEncodeEH001037","GSM733696","Bernstein","Broad",,"e5cc050435b8b93c9d3ff7f385249fe3",,"hg19","wgEncode",,,"exp",,"753M",,2982,,"wgEncodeBroadHistoneHelas3H3k27me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k27me3StdSig.bigWig","wgEncodeBroadHistoneHelas3H3k27me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k27me3StdSig.bigWig"
"H3K36me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001015","GSM733711","Bernstein","Broad",,"778628f9f6f2b76f0e9677b9c20a3883",,"hg19","wgEncode",,,"exp",,"482K","ScriptureVPaperR3",2854,,"wgEncodeBroadHistoneHelas3H3k36me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k36me3StdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k36me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k36me3StdPk.broadPeak.gz"
"H3K36me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001015","GSM733711","Bernstein","Broad",,"a7afe533af691274b305ffbe3b7cd633",,"hg19","wgEncode",,,"exp",,"754M",,2854,,"wgEncodeBroadHistoneHelas3H3k36me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k36me3StdSig.bigWig","wgEncodeBroadHistoneHelas3H3k36me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k36me3StdSig.bigWig"
"H3K4me2","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001016","GSM733734","Bernstein","Broad",,"7d3f389d59db4513979db89b2ddfac75",,"hg19","wgEncode",,,"exp",,"1.3M","ScriptureVPaperR3",2855,,"wgEncodeBroadHistoneHelas3H3k4me2StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k4me2StdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k4me2StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k4me2StdPk.broadPeak.gz"
"H3K4me2","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001016","GSM733734","Bernstein","Broad",,"3f3670eaf8b4df0c26f879dcfbe88d51",,"hg19","wgEncode",,,"exp",,"706M",,2855,,"wgEncodeBroadHistoneHelas3H3k4me2StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k4me2StdSig.bigWig","wgEncodeBroadHistoneHelas3H3k4me2StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k4me2StdSig.bigWig"
"H3K4me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001017","GSM733682","Bernstein","Broad",,"5383abce0d85b6e455a6116f1b628a39",,"hg19","wgEncode",,,"exp",,"699K","ScriptureVPaperR3",2856,,"wgEncodeBroadHistoneHelas3H3k4me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k4me3StdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k4me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k4me3StdPk.broadPeak.gz"
"H3K4me3","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001017","GSM733682","Bernstein","Broad",,"f52175a168c2b2cf6d952350fde6a26b",,"hg19","wgEncode",,,"exp",,"421M",,2856,,"wgEncodeBroadHistoneHelas3H3k4me3StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k4me3StdSig.bigWig","wgEncodeBroadHistoneHelas3H3k4me3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k4me3StdSig.bigWig"
"H3K79me2","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001018","GSM733669","Bernstein","Broad",,"b13aa7818576577783500583f2ff065d",,"hg19","wgEncode",,,"exp",,"1.2M","ScriptureVPaperR3",2857,,"wgEncodeBroadHistoneHelas3H3k79me2StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k79me2StdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k79me2StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k79me2StdPk.broadPeak.gz"
"H3K79me2","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001018","GSM733669","Bernstein","Broad",,"e72b93c9c25a21c3f71fe72fdf4402fc",,"hg19","wgEncode",,,"exp",,"393M",,2857,,"wgEncodeBroadHistoneHelas3H3k79me2StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k79me2StdSig.bigWig","wgEncodeBroadHistoneHelas3H3k79me2StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k79me2StdSig.bigWig"
"H3K9ac","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001019","GSM733756","Bernstein","Broad",,"af89736fe49e565e9991b70d469371f1",,"hg19","wgEncode",,,"exp",,"656K","ScriptureVPaperR3",2858,,"wgEncodeBroadHistoneHelas3H3k9acStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H3k9acStdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H3k9acStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k9acStdPk.broadPeak.gz"
"H3K9ac","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001019","GSM733756","Bernstein","Broad",,"d098d78524ecb379366ad6a085f6239a",,"hg19","wgEncode",,,"exp",,"611M",,2858,,"wgEncodeBroadHistoneHelas3H3k9acStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H3k9acStdSig.bigWig","wgEncodeBroadHistoneHelas3H3k9acStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H3k9acStdSig.bigWig"
"H4K20me1","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001020","GSM733689","Bernstein","Broad",,"f2995ece69440f895d2c668eaa9178f0",,"hg19","wgEncode",,,"exp",,"3.1M","ScriptureVPaperR3",2859,,"wgEncodeBroadHistoneHelas3H4k20me1StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3H4k20me1StdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3H4k20me1StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H4k20me1StdPk.broadPeak.gz"
"H4K20me1","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001020","GSM733689","Bernstein","Broad",,"1691697a651ec1be096aa70c2938fb60",,"hg19","wgEncode",,,"exp",,"428M",,2859,,"wgEncodeBroadHistoneHelas3H4k20me1StdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3H4k20me1StdSig.bigWig","wgEncodeBroadHistoneHelas3H4k20me1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3H4k20me1StdSig.bigWig"
"Pol2(b)","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001021","GSM733759","Bernstein","Broad",,"e46a09bf894435e5284429a9c68d1388","revoked - POLR2A antibody failed to validate","hg19","wgEncode",,,"exp",,"1.5M","ScriptureVPaperR3",2860,,"wgEncodeBroadHistoneHelas3Pol2bStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHelas3Pol2bStdPk.broadPeak.gz","wgEncodeBroadHistoneHelas3Pol2bStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3Pol2bStdPk.broadPeak.gz"
"Pol2(b)","HeLa-S3","wgEncodeBroadHistone","std","wgEncodeEH001013","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH001021","GSM733759","Bernstein","Broad",,"99f89f0d1082b9e4f4601618e3a80d9c","revoked - POLR2A antibody failed to validate","hg19","wgEncode",,,"exp",,"766M",,2860,,"wgEncodeBroadHistoneHelas3Pol2bStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHelas3Pol2bStdSig.bigWig","wgEncodeBroadHistoneHelas3Pol2bStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHelas3Pol2bStdSig.bigWig"
"Input","HepG2","wgEncodeBroadHistone","std","wgEncodeEH000084","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-06-21#,#2011-03-21#,"wgEncodeEH000084","GSM733732","Bernstein","Broad",,"fd995002489c65749e8fc57e286f5665",,"hg18","wgEncode",,,"exp",,"311M",,2872,,"wgEncodeBroadHistoneHepg2ControlStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHepg2ControlStdSig.bigWig","wgEncodeBroadHistoneHepg2ControlStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHepg2ControlStdSig.bigWig"
"CTCF","HepG2","wgEncodeBroadHistone","std","wgEncodeEH000084","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH000080","GSM733645","Bernstein","Broad",,"2494093aaf2ea6173912c23d05abafbe",,"hg18","wgEncode",,,"exp",,"1.1M","ScriptureVPaperR3",2862,,"wgEncodeBroadHistoneHepg2CtcfStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak.gz","wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHepg2CtcfStdPk.broadPeak.gz"
"CTCF","HepG2","wgEncodeBroadHistone","std","wgEncodeEH000084","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2009-09-28#,#2010-06-28#,"wgEncodeEH000080","GSM733645","Bernstein","Broad",,"5a6c7a1da91c4f282554076542dc4262",,"hg18","wgEncode",,,"exp",,"304M",,2862,,"wgEncodeBroadHistoneHepg2CtcfStdSig","None","bigWig","Signal","wgEncodeBroadHistoneHepg2CtcfStdSig.bigWig","wgEncodeBroadHistoneHepg2CtcfStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHepg2CtcfStdSig.bigWig"
"EZH2_(39875)","HepG2","wgEncodeBroadHistone","std","wgEncodeEH000084","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002416","GSM1003487","Bernstein","Broad",,"54d856ea8855e9507b93b54590ef7974",,"hg19","wgEncode",,,"exp",,"1.2M","ScriptureVPaperR3",4992,,"wgEncodeBroadHistoneHepg2Ezh239875Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneHepg2Ezh239875Pk.broadPeak.gz","wgEncodeBroadHistoneHepg2Ezh239875Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHepg2Ezh239875Pk.broadPeak.gz"
"EZH2_(39875)","HepG2","wgEncodeBroadHistone","std","wgEncodeEH000084","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002416","GSM1003487","Bernstein","Broad",,"5c8b16b164d95979f35c361724916c91",,"hg19","wgEncode",,,"exp",,"505M",,4992,,"wgEncodeBroadHistoneHepg2Ezh239875Sig","None","bigWig","Signal","wgEncodeBroadHistoneHepg2Ezh239875Sig.bigWig","wgEncodeBroadHistoneHepg2Ezh239875Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneHepg2Ezh239875Sig.bigWig"
