"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"NFKB","GM19193","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH000779","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000718","GSM935279","Snyder","Stanford",,"86b8d87af4ab5e680d0db0b7ac6ba03b",,"hg18","wgEncode",,"exp","166K",,4165,,"wgEncodeSydhTfbsGm19193NfkbTnfaIggrabPk","TNFa","narrowPeak","Peaks","wgEncodeSydhTfbsGm19193NfkbTnfaIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsGm19193NfkbTnfaIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm19193NfkbTnfaIggrabPk.narrowPeak.gz"
"NFKB","GM19193","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH000779","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000718","GSM935279","Snyder","Stanford",,"c6177c4e859337edf383f051ab76d6c3",,"hg18","wgEncode",,"exp","468M",,3053,,"wgEncodeSydhTfbsGm19193NfkbTnfaIggrabSig","TNFa","bigWig","Signal","wgEncodeSydhTfbsGm19193NfkbTnfaIggrabSig.bigWig","wgEncodeSydhTfbsGm19193NfkbTnfaIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm19193NfkbTnfaIggrabSig.bigWig"
"Pol2","GM19193","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000742","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000743","GSM935325","Snyder","Stanford",,"174d831bdd0d67f967f64f1439ea1848",,"hg18","wgEncode",,"exp","325K",,4165,,"wgEncodeSydhTfbsGm19193Pol2IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm19193Pol2IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm19193Pol2IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm19193Pol2IggmusPk.narrowPeak.gz"
"Pol2","GM19193","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000742","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000743","GSM935325","Snyder","Stanford",,"4e663f3b35e2be5867bcaf204cf555b0",,"hg18","wgEncode",,"exp","303M",,3053,,"wgEncodeSydhTfbsGm19193Pol2IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm19193Pol2IggmusSig.bigWig","wgEncodeSydhTfbsGm19193Pol2IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm19193Pol2IggmusSig.bigWig"
"Bach1_(sc-14700)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002842","GSM935580","Snyder","Stanford","PeakSeq1.0","f331ce00876bfaaa67859f60c78dd416",,,"wgEncode",,"exp","757K",,5553,,"wgEncodeSydhTfbsH1hescBach1sc14700IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescBach1sc14700IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescBach1sc14700IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescBach1sc14700IggrabPk.narrowPeak.gz"
"Bach1_(sc-14700)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002842","GSM935580","Snyder","Stanford","PeakSeq1.0","ea63a3d67e7622de53ccfa54f6c5c948",,,"wgEncode",,"exp","405M",,5553,,"wgEncodeSydhTfbsH1hescBach1sc14700IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescBach1sc14700IggrabSig.bigWig","wgEncodeSydhTfbsH1hescBach1sc14700IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescBach1sc14700IggrabSig.bigWig"
"BRCA1_(A300-000A)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002801","GSM935517","Snyder","Stanford","PeakSeq1.0","dd0e5b6256dc61f593df06cf61c112e0",,,"wgEncode",,"exp","232K",,4929,,"wgEncodeSydhTfbsH1hescBrca1IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescBrca1IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescBrca1IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescBrca1IggrabPk.narrowPeak.gz"
"BRCA1_(A300-000A)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-29#,#2012-06-28#,"wgEncodeEH002801","GSM935517","Snyder","Stanford","PeakSeq1.0","e25fb9a30d6644ed840a848c3a39b726",,,"wgEncode",,"exp","388M",,4929,,"wgEncodeSydhTfbsH1hescBrca1IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescBrca1IggrabSig.bigWig","wgEncodeSydhTfbsH1hescBrca1IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescBrca1IggrabSig.bigWig"
"CEBPB","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002825","GSM935295","Snyder","Stanford","PeakSeq1.0","ed62557b1c46f8ba0b3dfa7cb9b4c7a7",,,"wgEncode",,"exp","1.1M",,5530,,"wgEncodeSydhTfbsH1hescCebpbIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescCebpbIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescCebpbIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCebpbIggrabPk.narrowPeak.gz"
"CEBPB","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002825","GSM935295","Snyder","Stanford","PeakSeq1.0","6137b2ff0b5bd897627f4e276b963e0b",,,"wgEncode",,"exp","374M",,5530,,"wgEncodeSydhTfbsH1hescCebpbIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescCebpbIggrabSig.bigWig","wgEncodeSydhTfbsH1hescCebpbIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCebpbIggrabSig.bigWig"
"CHD1_(A301-218A)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002826","GSM935296","Snyder","Stanford","PeakSeq1.0","1a7c3d3d37ec307d31ef4baffdda87f3",,,"wgEncode",,"exp","360K",,5552,,"wgEncodeSydhTfbsH1hescChd1a301218aIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescChd1a301218aIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescChd1a301218aIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescChd1a301218aIggrabPk.narrowPeak.gz"
"CHD1_(A301-218A)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002826","GSM935296","Snyder","Stanford","PeakSeq1.0","cb0cf9d4e86827c8e02633eb0176ca83",,,"wgEncode",,"exp","389M",,5552,,"wgEncodeSydhTfbsH1hescChd1a301218aIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescChd1a301218aIggrabSig.bigWig","wgEncodeSydhTfbsH1hescChd1a301218aIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescChd1a301218aIggrabSig.bigWig"
"CHD2_(AB68301)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002827","GSM935297","Snyder","Stanford","PeakSeq1.0","f0607cd3374078033d7d884b8c17bde2",,,"wgEncode",,"exp","636K",,5531,,"wgEncodeSydhTfbsH1hescChd2IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescChd2IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescChd2IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescChd2IggrabPk.narrowPeak.gz"
"CHD2_(AB68301)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002827","GSM935297","Snyder","Stanford","PeakSeq1.0","ca8dcdf709bb79cb141043efadfcd63d",,,"wgEncode",,"exp","399M",,5531,,"wgEncodeSydhTfbsH1hescChd2IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescChd2IggrabSig.bigWig","wgEncodeSydhTfbsH1hescChd2IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescChd2IggrabSig.bigWig"
"c-Jun","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-20#,#2011-10-19#,"wgEncodeEH001854","GSM935614","Snyder","Stanford","PeakSeq1.0","342d7657f140fb944b338757c7ce086d",,"hg19","wgEncode",,"exp","401K",,3405,,"wgEncodeSydhTfbsH1hescCjunIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescCjunIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescCjunIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCjunIggrabPk.narrowPeak.gz"
"c-Jun","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-20#,#2011-10-19#,"wgEncodeEH001854","GSM935614","Snyder","Stanford","PeakSeq1.0","70d0c96e2bebb16e4dca1537f7e8cf55",,"hg19","wgEncode",,"exp","353M",,3405,,"wgEncodeSydhTfbsH1hescCjunIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescCjunIggrabSig.bigWig","wgEncodeSydhTfbsH1hescCjunIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCjunIggrabSig.bigWig"
"c-Myc","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002795","GSM935509","Snyder","Stanford","PeakSeq1.0","0edf98fcc1d7f037824293a197b64edf",,,"wgEncode",,"exp","631K",,4922,,"wgEncodeSydhTfbsH1hescCmycIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescCmycIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescCmycIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCmycIggrabPk.narrowPeak.gz"
"c-Myc","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002795","GSM935509","Snyder","Stanford","PeakSeq1.0","cf51b7ed44e4d39aefade4c0ad5f0869",,,"wgEncode",,"exp","383M",,4922,,"wgEncodeSydhTfbsH1hescCmycIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescCmycIggrabSig.bigWig","wgEncodeSydhTfbsH1hescCmycIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCmycIggrabSig.bigWig"
"CtBP2","H1-hESC","wgEncodeSydhTfbs","UCDavis","wgEncodeEH001751","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001767","GSM935463","Snyder","USC","PeakSeq1.0","6c7d12e09da7f67e487cf9b3ea9d6079",,"hg19","wgEncode",,"exp","260K",,2544,,"wgEncodeSydhTfbsH1hescCtbp2UcdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescCtbp2UcdPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescCtbp2UcdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCtbp2UcdPk.narrowPeak.gz"
"CtBP2","H1-hESC","wgEncodeSydhTfbs","UCDavis","wgEncodeEH001751","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001767","GSM935463","Snyder","USC","PeakSeq1.0","f0647902389560c740a5cc1020a763a1",,"hg19","wgEncode",,"exp","133M",,2544,,"wgEncodeSydhTfbsH1hescCtbp2UcdSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescCtbp2UcdSig.bigWig","wgEncodeSydhTfbsH1hescCtbp2UcdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescCtbp2UcdSig.bigWig"
"GTF2F1_(AB28179)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002843","GSM935581","Snyder","Stanford","PeakSeq1.0","6e5c04fde1d33f2ccc96047e83637d1c",,,"wgEncode",,"exp","913K",,5534,,"wgEncodeSydhTfbsH1hescGtf2f1IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescGtf2f1IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescGtf2f1IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescGtf2f1IggrabPk.narrowPeak.gz"
"GTF2F1_(AB28179)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002843","GSM935581","Snyder","Stanford","PeakSeq1.0","3d86b6dc11bee5d9deab6300acef9195",,,"wgEncode",,"exp","377M",,5534,,"wgEncodeSydhTfbsH1hescGtf2f1IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescGtf2f1IggrabSig.bigWig","wgEncodeSydhTfbsH1hescGtf2f1IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescGtf2f1IggrabSig.bigWig"
"Input","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001834","GSM935381","Snyder","Stanford","PeakSeq1.0","eee15d2aaa9be30d2ce018466970c371",,"hg19","wgEncode",,"input","318M",,3325,,"wgEncodeSydhTfbsH1hescInputIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescInputIggrabSig.bigWig","wgEncodeSydhTfbsH1hescInputIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescInputIggrabSig.bigWig"
"Input","H1-hESC","wgEncodeSydhTfbs","UCDavis","wgEncodeEH001751","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001751","GSM935353","Snyder","USC","PeakSeq1.0","427e2ef594455f2d2d9b0dcb665d7af4",,"hg19","wgEncode",,"input","393M",,3072,,"wgEncodeSydhTfbsH1hescInputUcdSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescInputUcdSig.bigWig","wgEncodeSydhTfbsH1hescInputUcdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescInputUcdSig.bigWig"
"JunD","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002023","GSM935434","Snyder","Stanford","PeakSeq1.0","d75284fe09a88299980f36117a98339e",,"hg19","wgEncode",,"exp","1006K",,4412,,"wgEncodeSydhTfbsH1hescJundIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescJundIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescJundIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescJundIggrabPk.narrowPeak.gz"
"JunD","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-27#,#2012-03-27#,"wgEncodeEH002023","GSM935434","Snyder","Stanford","PeakSeq1.0","c281468289fb41a7b86b40ff73e6f531",,"hg19","wgEncode",,"exp","399M",,4412,,"wgEncodeSydhTfbsH1hescJundIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescJundIggrabSig.bigWig","wgEncodeSydhTfbsH1hescJundIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescJundIggrabSig.bigWig"
"MafK_(ab50322)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002828","GSM935292","Snyder","Stanford","PeakSeq1.0","5ad7963ae1fcbf7125fb193b2e63b73f",,,"wgEncode",,"exp","689K",,5532,,"wgEncodeSydhTfbsH1hescMafkIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescMafkIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescMafkIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescMafkIggrabPk.narrowPeak.gz"
"MafK_(ab50322)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002828","GSM935292","Snyder","Stanford","PeakSeq1.0","26a7e7a253b6025485d49a7ccde1ad6f",,,"wgEncode",,"exp","376M",,5532,,"wgEncodeSydhTfbsH1hescMafkIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescMafkIggrabSig.bigWig","wgEncodeSydhTfbsH1hescMafkIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescMafkIggrabSig.bigWig"
"Max","H1-hESC","wgEncodeSydhTfbs","UCDavis","wgEncodeEH001751","ChipSeq","ENCODE June 2010 Freeze",,#2010-05-20#,#2011-02-20#,"wgEncodeEH001757","GSM935348","Snyder","USC","PeakSeq1.0","a155b26a7e96d40df241677fe149bf22",,"hg19","wgEncode",,"exp","806K",,1206,,"wgEncodeSydhTfbsH1hescMaxUcdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescMaxUcdPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescMaxUcdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescMaxUcdPk.narrowPeak.gz"
"Max","H1-hESC","wgEncodeSydhTfbs","UCDavis","wgEncodeEH001751","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001757","GSM935348","Snyder","USC","PeakSeq1.0","2ca34a5a187c897130f8f36f76d08a60",,"hg19","wgEncode",,"exp","292M",,3072,,"wgEncodeSydhTfbsH1hescMaxUcdSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescMaxUcdSig.bigWig","wgEncodeSydhTfbsH1hescMaxUcdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescMaxUcdSig.bigWig"
"Mxi1_(AF4185)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002829","GSM935293","Snyder","Stanford","PeakSeq1.0","67e482ea153c9f95f2c30910f9162676",,,"wgEncode",,"exp","583K",,5533,,"wgEncodeSydhTfbsH1hescMxi1IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescMxi1IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescMxi1IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescMxi1IggrabPk.narrowPeak.gz"
"Mxi1_(AF4185)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002829","GSM935293","Snyder","Stanford","PeakSeq1.0","2fc41612e997bf360936709b55f91e27",,,"wgEncode",,"exp","412M",,5533,,"wgEncodeSydhTfbsH1hescMxi1IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescMxi1IggrabSig.bigWig","wgEncodeSydhTfbsH1hescMxi1IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescMxi1IggrabSig.bigWig"
"Nrf1","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-18#,"wgEncodeEH001847","GSM935308","Snyder","Stanford","PeakSeq1.0","630dc5164e42f965085be8c0f3532304",,"hg19","wgEncode",,"exp","250K",,3332,,"wgEncodeSydhTfbsH1hescNrf1IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescNrf1IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescNrf1IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescNrf1IggrabPk.narrowPeak.gz"
"Nrf1","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-18#,"wgEncodeEH001847","GSM935308","Snyder","Stanford","PeakSeq1.0","e97c277accd08832c79011480e69d29d",,"hg19","wgEncode",,"exp","379M",,3332,,"wgEncodeSydhTfbsH1hescNrf1IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescNrf1IggrabSig.bigWig","wgEncodeSydhTfbsH1hescNrf1IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescNrf1IggrabSig.bigWig"
"Rad21","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001836","GSM935379","Snyder","Stanford","PeakSeq1.0","e8954e9079a5b7bfe5e05d14fa3db7c1",,"hg19","wgEncode",,"exp","1.5M",,3328,,"wgEncodeSydhTfbsH1hescRad21IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescRad21IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescRad21IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescRad21IggrabPk.narrowPeak.gz"
"Rad21","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001836","GSM935379","Snyder","Stanford","PeakSeq1.0","a02aba3f74342a665b9d744d39d6ac82",,"hg19","wgEncode",,"exp","336M",,3328,,"wgEncodeSydhTfbsH1hescRad21IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsH1hescRad21IggrabSig.bigWig","wgEncodeSydhTfbsH1hescRad21IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescRad21IggrabSig.bigWig"
"RFX5_(200-401-194)","H1-hESC","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001834","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001835","GSM935382","Snyder","Stanford","PeakSeq1.0","cf5aaf241a78fd266c0a7ca1b247cc6f",,"hg19","wgEncode",,"exp","161K",,3327,,"wgEncodeSydhTfbsH1hescRfx5200401194IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsH1hescRfx5200401194IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsH1hescRfx5200401194IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsH1hescRfx5200401194IggrabPk.narrowPeak.gz"
